text,aspect,polarity,label
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",tandoori,positive,0
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,water,neutral,2
"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",dinner,positive,0
"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",wait,negative,1
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",food's presentation,positive,0
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",food,positive,0
"Toons has recently been redone, so it's now a very attractive space.",space,positive,0
"Great food, great decor, great service.",service,positive,0
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",spinach and corn dumplings,positive,0
The duck confit is always amazing and the foie gras terrine with figs was out of this world.,foie gras terrine with figs,positive,0
Our waiter and all of the people helping him were attentive and genuine.,waiter,positive,0
"Only wine and beer are served, but the house varities are actually quite good.",wine,neutral,2
Good drink.,drink,positive,0
The waitresses are nice--also you can just get counter service sit.,counter service,positive,0
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",specials,positive,0
"From the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.",appetizers,positive,0
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",Prix Fixe,neutral,2
My boyfriend ate tuna and it was cooked perfectly!,tuna,positive,0
The best pad thai i've ever had.,pad thai,positive,0
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",menu,positive,0
"A few tips: skip the turnip cake, roast pork buns and egg custards.",roast pork buns,negative,1
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservation,neutral,2
The waitress suggested glasses of wine that went very well with the food.,food,neutral,2
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",menu,positive,0
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive,0
"great wine list (italian), good food, service was INITIALLY fine.",food,positive,0
"The Steak Tartare is a great bet, they fix it for you at the table.",Steak Tartare,positive,0
"The service is spotty, sometimes really friendly and sometimes barely there.",service,conflict,3
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",pinot noir,positive,0
Service is not what one would expect from a joint in this price category.,Service,negative,1
"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",waitress,positive,0
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",courses,neutral,2
"The steak is good, the fish is good and the sushi was surprisingly great.",fish,positive,0
We could only get through an appetizer and cheese fondue.,cheese fondue,neutral,2
"Best of all is the warm vibe, the owner is super friendly and service is fast.",owner,positive,0
They didn't give us the dinner special until we asked for it.,dinner special,negative,1
Should you happen to be impressed by the cuisine definitely try it.,cuisine,positive,0
Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,green salad,positive,0
Decor is charming.,Decor,positive,0
yourself a favor and have dinner here and see if you dont agree with me.,dinner,neutral,2
The Thai ice tea was amazingly smooth and yummy!,Thai ice tea,positive,0
The restaurant is rather small but we were lucky to get a table quickly.,table,positive,0
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",spinach ravioli in a light oil and garlic sauce,positive,0
"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",service,negative,1
The bagels are also reasonably priced for NYC.,bagels,positive,0
The food options rule.,food options,positive,0
The prices are about $9 for an entree for dinner and even less for lunch.,dinner,neutral,2
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",portions,negative,1
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",puff pastry goat cheese,positive,0
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",service,positive,0
Has the chef and owner changed???,owner,neutral,2
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",blue cheese,positive,0
"The food was not fresh, the sauces were bland and very oily.",sauces,negative,1
The menu has lots of options: I hope to go back to try those potato pancakes.,menu,positive,0
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",Pastrami sandwich,positive,0
The menu choices are similar but the taste lacked more flavor than it looked.,menu choices,neutral,2
"If you're looking for a great meal at a decent price, go to Del Frisco's!",meal,positive,0
"For the location, the prices are very reasonable.",location,neutral,2
The food is great and reasonably priced.,priced,positive,0
"A cheap eat for NYC, but not for dosa.",dosa,negative,1
"You can also special order any kind of dumpling,etc.",dumpling,positive,0
"Nice atmosphere, the service was very pleasant and the desert was good.",atmosphere,positive,0
There is actually space to breathe and the decor sets the tone for an intimate dinner.,decor,positive,0
I had to share my table with a loud group of kids and the service was rude an unattentive.,table,negative,1
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,chef app,positive,0
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,positive,0
"The service was superb, they treat you like family.",service,positive,0
Not enough wines by the glass either.,wines by the glass,negative,1
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",lad nar,conflict,3
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",goat cheese,positive,0
So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,thai food,positive,0
"The staff are attentive, and have smiles on their faces.",staff,positive,0
The food was spicy and delicious.,food,positive,0
"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",baked ziti with meatsauce,positive,0
"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",air conditioning,negative,1
As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,fried dumpling,positive,0
"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",decor,positive,0
"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",ambiance,positive,0
"The food is amazing, rich pastas and fresh doughy pizza.",pizza,positive,0
They are often crowded on the weekends but they are efficient and accurate with their service.,crowded,negative,1
I have eaten a lot of pizza here.,pizza,neutral,2
"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",pita bread,positive,0
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",pasta,positive,0
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",pizza,positive,0
Won't or Can't is not in the service directory.,service,positive,0
"The food, drinks and service are clearly among the best in the city.",drinks,positive,0
I ordered the chu chu curry and my friend ordered the pad thai chicken.,pad thai chicken,neutral,2
"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",corriander,neutral,2
delicious simple food in nice outdoor atmosphere.,food,positive,0
"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",service,negative,1
"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pork Chops,positive,0
"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",location,positive,0
The spicy tuna and salmon are the best we've ever had.,salmon,positive,0
Every course was better than the next.,course,positive,0
"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",food,positive,0
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",waiter,negative,1
"Fresh, authentic, french cuisine in substantial portions.",french cuisine,positive,0
The food was absolutely amazing!!,food,positive,0
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,negative,1
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",space,negative,1
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",wine,negative,1
"The wait staff is friendly, and the food has gotten better and better!",wait staff,positive,0
The spicy Tuna roll is huge and probably the best that I've had at this price range.,Tuna roll,positive,0
I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,ACTORS,positive,0
Winnie and her staff are the best crew you can find serving you.,crew,positive,0
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,positive,0
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",food,negative,1
The red sliding doors may be unique but they do not block off the cold air from the outside.,doors,conflict,3
Ingredients are organic which is a real plus for me.,Ingredients,positive,0
The sushi was awful!,sushi,negative,1
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",quantity,negative,1
I just wonder how you can have such a delicious meal for such little money.,money,positive,0
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,positive,0
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,positive,0
"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.",Dim Sum,negative,1
"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",vanilla gelato (with espresso),conflict,3
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),positive,0
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dish,positive,0
The food and staff always surprise me with the new heights they are taken to.,staff,positive,0
I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,food,negative,1
The dim sum servings here are a bit larger than I'm used to.,dim sum servings,neutral,2
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",teapot,positive,0
"Also, specify if you like your food spicy- its rather bland if you don't.",food,neutral,2
"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",Thai flavors,positive,0
"I have been here a few times for dinner, once for brunch and twice for lunch.",brunch,neutral,2
$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,sushi,positive,0
The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,food,conflict,3
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",service,positive,0
"Service was prompt, friendly and great.",Service,positive,0
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food,positive,0
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",priced,positive,0
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive,0
"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",meal,negative,1
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,negative,1
"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",staff,conflict,3
The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,noise level,negative,1
Prices are in line.,Prices,neutral,2
Delicious food at a great price but do not go here on a cold day and sit by the front door.,food,positive,0
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",wine,positive,0
"Cute place, nice wait staff but would never go there again.",place,positive,0
The location and ambience is Ok but the food is what makes up for it.,food,positive,0
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",shrimp appetizer,positive,0
"For appetizers, I recommend the shrimp fritters and dumplings.",shrimp fritters,positive,0
The atmosphere is much better than Sripraphai (more modern and sleek).,atmosphere,positive,0
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",reservation,positive,0
The pizza is the best if you like thin crusted pizza.,thin crusted pizza,neutral,2
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",food,positive,0
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",menu,positive,0
Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,sweet basil fried tofu,positive,0
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes,positive,0
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",Peter's Favourite pizza with prosciutto and baby arugula,neutral,2
Great pizza and fantastic service.,pizza,positive,0
We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,wait,neutral,2
"Food was okay, nothing great.",Food,neutral,2
The service was excellent - friendly and attentive.,service,positive,0
We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,food,positive,0
"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.",edamames,neutral,2
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,bar,neutral,2
"Most importantly, food is excellent.",food,positive,0
I had been a regular due to the consistently good food and ease of getting a table.,food,positive,0
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",congee,neutral,2
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",chocolate souffle with rasberry mint sorbet,positive,0
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,sea salt,positive,0
"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",waiter,neutral,2
"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",place,positive,0
"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",sesame chicken,positive,0
"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",servers,conflict,3
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,noodle soup dishes,negative,1
"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",Mexican food,neutral,2
"Please if your thinking about it go, and stay the wait you won't be disappointed.",wait,negative,1
Pair you food with the excellent beers on tap or their well priced wine list.,food,neutral,2
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,Japanese cuisine,negative,1
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,price,positive,0
"Also good for client lunch meetings, esp.",lunch meetings,neutral,2
Great food at reasonable prices.,prices,positive,0
Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,Sake,positive,0
The atmosphere was crowded but it was a great bistro-type vibe.,bistro-type vibe,positive,0
"good music, great food, speedy service affordable prices.",service,positive,0
"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",quality,negative,1
then we ordered a dinosaur rolls and white tuna sashimi.,white tuna sashimi,neutral,2
The servers give you some sample slices of your order while you wait (shortly I might add).,servers,positive,0
But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,bar,negative,1
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,shows,positive,0
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle minimun,negative,1
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,positive,0
The pizza was delivered cold and the cheese wasn't even fully melted!,pizza,negative,1
Decent wine at reasonable prices.,prices,positive,0
Every waitress and customer who passed by me bumped into my chair.,waitress,neutral,2
Horrible food and Horrible service.,food,negative,1
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",specials,neutral,2
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,negative,1
"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",dinner,neutral,2
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,positive,0
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",seat,negative,1
"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",Chef,negative,1
Don't waste money on decor.,decor,neutral,2
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel,neutral,2
"Great bagels, spreads and a good place to hang out in.",spreads,positive,0
"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",food,positive,0
It was not above ordinary and the beef version had cheap (undercooked) beef.,beef,negative,1
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",after dinner drinks,negative,1
The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,sicilian,positive,0
Could be pricey without a prix fixe meal.,prix fixe meal,negative,1
We got in line and were served while in line a bannan fritter.,bannan fritter,neutral,2
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",bread,negative,1
"After the main course came, we didn't see our waiter for at least 40 MINUTES!",main course,neutral,2
"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",waitstaff,negative,1
"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",table,positive,0
"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",wait staff,negative,1
"While the staff at this little bistro is very friendly, I have never experienced more incompetency.",staff,positive,0
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,priced,neutral,2
"If you want some roast duck, pork or chicken on rice with ginger, try them out!",roast duck,positive,0
Service has always been friendly and efficient.,Service,positive,0
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food,conflict,3
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,negative,1
"The food was pretty good, but a little flavorless and the portions very small, including dessert.",dessert,negative,1
All in all the food was above average and I would return to see how they operate with four or less dinners.,food,positive,0
"More important, the sushi rivals the best in Tokyo.",sushi,positive,0
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",stir fry blue crab,positive,0
Plain and simple it's bad thai food.,thai food,negative,1
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",sushi,positive,0
The drinks are always welll made and wine selection is fairly priced.,priced,positive,0
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",chef,positive,0
"The puke green walls leave a lot to be desired, but the food is very good.",walls,negative,1
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",food,positive,0
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,positive,0
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,positive,0
The waitress was very patient with us and the food is phenomenal!,waitress,positive,0
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",tastes,positive,0
The pizza is the best if you like thin crusted pizza.,pizza,positive,0
The Thai food is good.,Thai food,positive,0
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fries,neutral,2
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",dish,positive,0
I'm partial to the Gnocchi.,Gnocchi,positive,0
Someone else recommended the dessert - we also left that.,dessert,negative,1
Really cool stauff inside.,stauff,positive,0
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,spaghetti with Scallops and Shrimp,positive,0
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables,negative,1
I also ordered for delivery and the restaurant forgot half the order.,delivery,negative,1
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,neutral,2
"The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.",Bagels,positive,0
and you can't beat the prices.,prices,positive,0
Quick and friendly service.,service,positive,0
"For the people who want great food plus great service, Roxy is a place to AVOID!",food,negative,1
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree,neutral,2
The hot dogs were cold in the middle and the buns were stale.,hot dogs,negative,1
Simple comfort food and what hot and lage portions.,portions,positive,0
sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!,sandwiches,conflict,3
"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.",corned beef,positive,0
"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",bagel,neutral,2
"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",dishes,positive,0
There is also very limited seating and there can be a substantial wait in getting food at peak times.,wait,negative,1
Pizza here is consistently good.,Pizza,positive,0
"If you go for the pre-theatre menu, it's an even greater deal.",pre-theatre menu,positive,0
"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",crackling calamari salad,positive,0
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,employees,negative,1
This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,ambiance,positive,0
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza,positive,0
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",brassiere food,positive,0
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",appetizer,neutral,2
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,containers for condiments,negative,1
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",bhelpuri,positive,0
You can even get packages of the chutneys to stock your fridge!,chutneys,positive,0
Great place to grab a hot bagel on the way to work.,hot bagel,positive,0
"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",bagles,positive,0
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,manager,negative,1
Pair you food with the excellent beers on tap or their well priced wine list.,beers on tap,positive,0
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,neutral,2
"$6 and there is much tasty food, all of it fresh and continually refilled.",food,positive,0
Decor is minimalist and clean - nothing to distract or commend.,Decor,neutral,2
I had a huge pastrami sandwich on a roll.,pastrami sandwich,positive,0
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",lunch,positive,0
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",Pad thai,conflict,3
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive,0
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,negative,1
"Try ordering from the regular menu, then you would not regret!",menu,positive,0
"Bill a little high, but worth it.",Bill,conflict,3
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,negative,1
Its a go-to for dates as well as entertaining out of town guests.,entertaining,positive,0
The sushi is average and the prices are anything but.,sushi,neutral,2
We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,tuna sandwich,negative,1
"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",place,positive,0
"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food,positive,0
Have frequented 'ino for several years and the food remains excellent.,food,positive,0
"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",bagels,neutral,2
The wine list is also really nice.,wine list,positive,0
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,containers,neutral,2
Highly recommend this as great value for excellent sushi and service.,sushi,positive,0
The food was so-so.,food,neutral,2
The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,food,conflict,3
"Besides, when you have bad service, that's less money you have to tip.",tip,negative,1
"If you want some roast duck, pork or chicken on rice with ginger, try them out!",pork,positive,0
Although be warned their dinner menu to sit and take out prices are different.,take out,neutral,2
I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.,Dosa,neutral,2
These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,dishes,positive,0
"Nice restaurant overall, with classic upscale Italian decor.",Italian decor,positive,0
I think the stuff was better than Disney.,stuff,positive,0
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",served,positive,0
"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bar,positive,0
The food is okay and the prices here are mediocre.,food,neutral,2
A wonderful place!,place,positive,0
"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",food,positive,0
The food there is so good that even to order out the wait is incredible.,food,positive,0
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",fish,positive,0
I would like to return and try some of the other menu items when I don't have to rush off to a show.,menu items,positive,0
"The decor is really blah, and not at all hip or happening.",decor,negative,1
Its an excellent place to relax and the food is one of the best in the city of New York.,food,positive,0
"The service, wine selection, ambiance are all outstanding and deserve recognition.",service,positive,0
The food was pretty tradional but it was hot and good with large portions.,portions,positive,0
"The food was below average, the service was pathetic, there was no ambience at all.",food,negative,1
For dinner I had the chicken tikka-masala and some garlic naan.,garlic naan,neutral,2
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",food,negative,1
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Shredded Squid Family Style,positive,0
Taj Mahal offeres gret value and great food.,value,positive,0
The portions are small but being that the food was so good makes up for that.,portions,negative,1
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,negative,1
The dish had like 6 pieces of beef in it.,beef,neutral,2
Veal Parmigana - Better than Patsy's!,Veal Parmigana,positive,0
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chai,positive,0
